id_estudiante,año_lectivo,edad,genero,nacionalidad,zona_residencia,nivel,grado,tipo_escuela,veces_repitio_grado,sobre_edad,promedio_actual,promedio_anterior,materias_reprobadas,porcentaje_asistencia,tercil_socioeconomico,nivel_educacion_padres,trabaja_estudiante,estado_actual,desertor,probabilidad_desercion
E007840,2020,16,F,Panameña,Urbana,Premedia,9,Particular,0,2,2.84,2.54,0,69.7,1,Universidad,1,Desertor,1,0.2348
E007841,2020,15,M,Panameña,Urbana,Media,10,Particular,1,0,3.28,2.39,0,85.4,2,Secundaria_Completa,0,Activo,0,0.035
E007842,2020,6,M,Panameña,Urbana,Primaria,1,Oficial,0,0,3.11,3.04,0,78.4,1,Secundaria_Completa,0,Activo,0,0.0291
E007843,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,2.92,3.16,0,65.3,1,Primaria_Completa,1,Desertor,1,0.3064
E007844,2020,10,M,Panameña,Urbana,Primaria,4,Oficial,0,1,3.6,3.45,0,77.6,1,Universidad,0,Desertor,1,0.0366
E007845,2020,17,F,Panameña,Rural,Media,12,Oficial,0,0,3.91,3.6,0,56.6,1,Primaria_Completa,1,Desertor,1,0.5199
E007846,2020,17,M,Panameña,Urbana,Media,11,Particular,0,1,4.16,4.17,0,86.2,2,Secundaria_Completa,0,Activo,0,0.029
E007847,2020,15,F,Panameña,Rural,Media,10,Particular,1,0,2.43,2.4,0,64.7,1,Primaria_Completa,0,Activo,0,0.3645
E007848,2020,18,M,Panameña,Urbana,Media,11,Oficial,0,2,3.08,3.47,0,50.0,1,Secundaria_Incompleta,1,Desertor,1,0.8089
E007849,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,2.64,2.13,0,83.4,1,Secundaria_Completa,0,Desertor,1,0.0465
E007850,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,3.97,4.01,0,95.9,2,Secundaria_Incompleta,0,Activo,0,0.0076
E007851,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,4.42,4.28,0,92.2,3,Universidad,0,Activo,0,0.0072
E007852,2020,15,M,Panameña,Rural,Media,10,Oficial,0,0,4.83,4.72,2,78.3,2,Secundaria_Incompleta,0,Desertor,1,0.0634
E007853,2020,15,F,Panameña,Urbana,Media,10,Oficial,2,0,2.04,2.27,3,69.6,1,Primaria_Completa,0,Desertor,1,0.8689
E007854,2020,8,F,Panameña,Urbana,Primaria,3,Oficial,0,0,3.89,3.26,0,85.0,2,Universidad,0,Activo,0,0.0103
E007855,2020,7,F,Panameña,Urbana,Primaria,2,Oficial,0,0,4.12,3.55,0,94.7,2,Secundaria_Completa,0,Activo,0,0.0031
E007856,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,0,0,3.11,3.51,0,82.8,1,Secundaria_Completa,0,Activo,0,0.0349
E007857,2020,15,F,Panameña,Urbana,Premedia,7,Particular,0,3,2.87,3.53,0,61.5,1,Secundaria_Incompleta,1,Desertor,1,0.5058
E007858,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,4.85,5.0,0,89.1,3,Secundaria_Completa,0,Activo,0,0.0096
E007859,2020,6,M,Panameña,Urbana,Primaria,1,Particular,0,0,3.49,3.53,0,84.1,2,Secundaria_Completa,0,Activo,0,0.0122
E007860,2020,14,F,Panameña,Urbana,Premedia,8,Oficial,0,1,2.97,3.06,3,73.2,1,Secundaria_Incompleta,0,Desertor,1,0.1646
E007861,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,4.57,4.51,0,74.2,3,Universidad,0,Desertor,1,0.0289
E007862,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,4.49,4.38,0,79.5,2,Secundaria_Completa,0,Activo,0,0.0479
E007863,2020,13,M,Panameña,Urbana,Premedia,8,Particular,0,0,2.97,3.64,2,62.8,1,Primaria_Completa,0,Desertor,1,0.3329
E007864,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,2.41,2.93,2,55.0,1,Primaria_Completa,1,Desertor,1,0.6014
E007865,2020,18,M,Panameña,Rural,Media,10,Oficial,0,3,2.9,2.64,0,69.1,1,Primaria_Completa,0,Desertor,1,0.3344
E007866,2020,20,F,Panameña,Urbana,Media,12,Oficial,0,3,2.22,1.65,0,64.1,1,Primaria_Completa,1,Desertor,1,0.5269
E007867,2020,8,F,Panameña,Urbana,Primaria,3,Oficial,0,0,3.37,3.47,0,83.1,2,Secundaria_Completa,0,Activo,0,0.014
E007868,2020,16,F,Panameña,Rural,Media,11,Particular,0,0,4.47,4.29,0,55.2,1,Primaria_Completa,1,Desertor,1,0.5394
E007869,2020,9,F,Panameña,Urbana,Primaria,1,Oficial,0,3,4.65,4.46,0,90.2,3,Secundaria_Completa,0,Activo,0,0.0083
E007870,2020,8,F,Panameña,Rural,Primaria,3,Oficial,0,0,3.84,3.96,0,78.2,2,Secundaria_Incompleta,0,Activo,0,0.0231
E007871,2020,7,F,Panameña,Urbana,Primaria,2,Oficial,0,0,4.37,4.75,0,92.4,2,Universidad,0,Activo,0,0.0039
E007872,2020,14,F,Panameña,Urbana,Primaria,6,Oficial,0,3,3.33,2.83,0,62.8,1,Secundaria_Incompleta,1,Activo,0,0.2832
E007873,2020,10,M,Panameña,Rural,Primaria,5,Oficial,0,0,4.69,4.5,0,88.7,3,Universidad,0,Activo,0,0.0051
E007874,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,1,0,2.66,2.28,3,72.1,1,Secundaria_Incompleta,0,Desertor,1,0.1853
E007875,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,3.93,4.15,0,68.1,1,Secundaria_Incompleta,0,Activo,0,0.1572
E007876,2020,18,F,Panameña,Urbana,Media,10,Oficial,0,3,4.65,4.65,2,85.5,2,Universidad,0,Activo,0,0.0539
E007877,2020,12,M,Panameña,Rural,Primaria,6,Oficial,0,1,3.95,4.16,0,67.4,1,Secundaria_Incompleta,0,Desertor,1,0.1089
E007878,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,2.41,1.9,1,55.6,1,Secundaria_Incompleta,1,Desertor,1,0.6297
E007879,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,2.66,2.6,0,72.2,1,Primaria_Completa,0,Activo,0,0.1219
E007880,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,4.26,4.08,0,88.1,3,Secundaria_Incompleta,0,Activo,0,0.0119
E007881,2020,10,F,Panameña,Rural,Primaria,5,Oficial,0,0,3.23,3.62,0,100.0,2,Universidad,0,Activo,0,0.0019
E007882,2020,15,F,Panameña,Rural,Premedia,8,Oficial,0,2,3.46,3.6,0,73.9,2,Secundaria_Completa,1,Activo,0,0.1275
E007883,2020,12,M,Panameña,Urbana,Primaria,5,Oficial,0,2,3.87,3.61,1,56.2,1,Secundaria_Completa,1,Desertor,1,0.4144
E007884,2020,14,F,Panameña,Rural,Premedia,9,Particular,0,0,3.71,3.01,0,92.8,2,Secundaria_Completa,0,Activo,0,0.0085
E007885,2020,7,F,Panameña,Urbana,Primaria,2,Oficial,0,0,3.77,3.74,0,80.0,2,Primaria_Completa,0,Activo,0,0.0189
E007886,2020,16,M,Panameña,Urbana,Media,11,Particular,0,0,3.98,3.72,0,76.6,3,Universidad,0,Desertor,1,0.0633
E007887,2020,13,M,Panameña,Rural,Primaria,6,Oficial,0,2,2.65,2.73,0,71.0,1,Secundaria_Incompleta,0,Activo,0,0.1088
E007888,2020,14,F,Panameña,Urbana,Premedia,9,Particular,0,0,2.94,2.58,0,81.2,1,Primaria_Completa,0,Activo,0,0.0432
E007889,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,3.34,3.27,0,72.7,1,Secundaria_Incompleta,0,Activo,0,0.0538
E007890,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,4.16,3.93,0,85.5,3,Secundaria_Completa,0,Activo,0,0.022
E007891,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,3.69,3.88,0,88.5,2,Secundaria_Incompleta,0,Desertor,1,0.0191
E007892,2020,7,M,Panameña,Rural,Primaria,2,Oficial,0,0,3.28,2.86,3,88.7,2,Secundaria_Incompleta,0,Activo,0,0.0098
E007893,2020,8,F,Panameña,Urbana,Primaria,3,Oficial,0,0,4.24,4.43,0,88.3,2,Secundaria_Completa,0,Activo,0,0.0066
E007894,2020,15,M,Panameña,Urbana,Premedia,9,Oficial,0,1,2.31,1.5,1,68.5,1,Primaria_Incompleta,0,Desertor,1,0.3326
E007895,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,2.71,3.01,1,69.8,1,Primaria_Completa,0,Desertor,1,0.1694
E007896,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,4.01,4.55,0,72.7,1,Secundaria_Incompleta,0,Desertor,1,0.0957
E007897,2020,17,F,Panameña,Urbana,Media,12,Oficial,0,0,2.31,2.15,2,60.8,1,Secundaria_Incompleta,1,Desertor,1,0.5057
E007898,2020,6,M,Panameña,Rural,Primaria,1,Oficial,0,0,4.88,5.0,0,93.1,3,Universidad,0,Activo,0,0.0029
E007899,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,5.0,4.67,0,85.8,3,Universidad,0,Desertor,1,0.0068
E007900,2020,9,M,Panameña,Rural,Primaria,4,Oficial,0,0,3.57,3.82,2,93.2,3,Universidad,0,Activo,0,0.0043
E007901,2020,7,M,Panameña,Urbana,Primaria,2,Oficial,0,0,4.7,5.0,0,91.4,3,Secundaria_Incompleta,0,Activo,0,0.0037
E007902,2020,16,M,Panameña,Urbana,Premedia,8,Oficial,0,3,3.16,3.44,0,83.4,2,Secundaria_Completa,0,Activo,0,0.0534
E007903,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,4.87,5.0,3,86.3,3,Universidad,0,Activo,0,0.0241
E007904,2020,10,F,Panameña,Rural,Primaria,5,Oficial,0,0,4.87,5.0,0,96.0,3,Universidad,0,Activo,0,0.0021
E007905,2020,15,M,Panameña,Urbana,Premedia,8,Oficial,0,2,3.94,3.83,0,65.3,1,Secundaria_Completa,1,Activo,0,0.3047
E007906,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,4.7,5.0,0,80.6,3,Secundaria_Incompleta,0,Activo,0,0.0269
E007907,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,2.75,2.55,0,75.5,2,Secundaria_Incompleta,0,Desertor,1,0.0743
E007908,2020,11,M,Panameña,Urbana,Primaria,6,Particular,0,0,4.05,3.78,0,89.8,2,Secundaria_Incompleta,0,Activo,0,0.0056
E007909,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,4.52,4.91,0,94.2,3,Universidad,0,Activo,0,0.0074
E007910,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,2.95,2.78,0,67.0,1,Secundaria_Incompleta,0,Desertor,1,0.1991
E007911,2020,6,M,Panameña,Urbana,Primaria,1,Oficial,0,0,3.23,2.62,0,84.9,1,Secundaria_Incompleta,0,Activo,0,0.0132
E007912,2020,9,M,Panameña,Rural,Primaria,1,Particular,0,3,2.35,2.56,2,72.4,1,Primaria_Completa,0,Activo,0,0.1411
E007913,2020,13,F,Panameña,Rural,Premedia,8,Oficial,2,0,2.82,2.43,0,82.3,2,Secundaria_Incompleta,0,Desertor,1,0.8823
E007914,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,0,0,3.45,3.71,0,70.9,1,Primaria_Completa,0,Desertor,1,0.0652
E007915,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,1,0,1.96,1.18,3,71.9,1,Secundaria_Incompleta,0,Desertor,1,0.2072
E007916,2020,11,F,Panameña,Rural,Primaria,6,Oficial,0,0,4.11,4.17,3,94.7,3,Universidad,0,Activo,0,0.0037
E007917,2020,6,F,Panameña,Urbana,Primaria,1,Oficial,0,0,5.0,5.0,0,92.4,2,Secundaria_Incompleta,0,Activo,0,0.0036
E007918,2020,10,F,Panameña,Rural,Primaria,5,Oficial,2,0,2.62,2.15,3,66.8,1,Primaria_Completa,0,Desertor,1,0.7534
E007919,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,0,0,3.16,3.88,0,71.7,1,Secundaria_Incompleta,0,Desertor,1,0.062
E007920,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,4.13,4.8,0,85.2,2,Secundaria_Completa,0,Activo,0,0.0197
E007921,2020,15,F,Panameña,Rural,Media,10,Oficial,3,0,1.99,1.85,1,59.4,1,Primaria_Completa,1,Desertor,1,0.9605
E007922,2020,16,F,Panameña,Urbana,Media,11,Particular,0,0,3.16,2.5,0,66.1,1,Secundaria_Incompleta,0,Desertor,1,0.2643
E007923,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,3.63,4.09,2,77.2,2,Secundaria_Incompleta,1,Desertor,1,0.0914
E007924,2020,17,F,Panameña,Urbana,Media,12,Particular,0,0,2.86,3.15,0,77.0,2,Secundaria_Incompleta,0,Activo,0,0.0813
E007925,2020,17,F,Panameña,Rural,Media,12,Oficial,0,0,3.22,3.43,0,61.7,1,Primaria_Incompleta,1,Desertor,1,0.5046
E007926,2020,8,F,Panameña,Rural,Primaria,3,Oficial,0,0,4.76,4.77,0,96.9,2,Universidad,0,Activo,0,0.0022
E007927,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.25,3.74,0,57.7,1,Secundaria_Incompleta,1,Desertor,1,0.5113
E007928,2020,20,F,Panameña,Urbana,Media,12,Oficial,0,3,3.05,3.18,0,57.3,1,Primaria_Completa,1,Desertor,1,0.6871
E007929,2020,14,F,Panameña,Rural,Premedia,9,Particular,0,0,4.48,4.46,0,66.3,2,Secundaria_Completa,1,Desertor,1,0.1655
E007930,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,3.63,3.79,0,79.7,1,Secundaria_Incompleta,0,Desertor,1,0.0611
E007931,2020,6,F,Panameña,Rural,Primaria,1,Oficial,2,0,2.73,2.2,0,72.7,1,Primaria_Completa,0,Desertor,1,0.5244
E007932,2020,12,M,Panameña,Urbana,Primaria,5,Oficial,0,2,3.34,3.46,0,66.6,1,Secundaria_Incompleta,0,Activo,0,0.156
E007933,2020,19,M,Panameña,Urbana,Media,12,Oficial,0,2,2.39,2.44,0,69.7,1,Secundaria_Completa,1,Desertor,1,0.3076
E007934,2020,9,F,Panameña,Urbana,Primaria,4,Particular,0,0,3.45,3.09,0,77.7,1,Primaria_Completa,0,Activo,0,0.0299
E007935,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,3.24,3.4,0,64.2,1,Secundaria_Incompleta,1,Desertor,1,0.2629
E007936,2020,9,M,Panameña,Rural,Primaria,4,Particular,0,0,4.18,4.64,0,93.2,3,Secundaria_Completa,0,Activo,0,0.0032
E007937,2020,11,F,Panameña,Rural,Primaria,6,Oficial,0,0,3.33,2.82,0,73.4,1,Secundaria_Incompleta,0,Activo,0,0.0496
E007938,2020,10,F,Panameña,Rural,Primaria,4,Particular,0,1,3.63,3.99,2,70.2,1,Primaria_Completa,0,Desertor,1,0.1003
E007939,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,0,0,3.62,3.65,0,78.3,1,Secundaria_Incompleta,0,Activo,0,0.0544
E007940,2020,12,M,Panameña,Rural,Premedia,7,Oficial,1,0,2.62,2.36,0,83.1,3,Secundaria_Incompleta,0,Activo,0,0.0332
E007941,2020,17,F,Panameña,Urbana,Media,10,Oficial,1,2,2.3,1.97,3,53.1,1,Secundaria_Completa,1,Desertor,1,0.8425
E007942,2020,8,F,Panameña,Urbana,Primaria,1,Oficial,0,2,3.06,2.73,3,79.6,1,Secundaria_Incompleta,0,Activo,0,0.0517
E007943,2020,13,F,Panameña,Urbana,Primaria,6,Oficial,0,2,2.86,2.66,0,77.0,1,Secundaria_Incompleta,0,Activo,0,0.0542
E007944,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,3.31,3.45,0,76.1,1,Secundaria_Completa,0,Activo,0,0.0953
E007945,2020,13,M,Panameña,Rural,Premedia,8,Oficial,0,0,2.07,2.02,0,61.7,1,Secundaria_Completa,0,Desertor,1,0.3495
E007946,2020,15,F,Panameña,Urbana,Media,10,Particular,1,0,2.03,1.81,3,67.3,1,Secundaria_Incompleta,0,Desertor,1,0.3751
E007947,2020,10,M,Panameña,Rural,Primaria,5,Oficial,2,0,2.76,2.34,0,74.5,1,Secundaria_Incompleta,0,Desertor,1,0.4691
E007948,2020,11,F,Panameña,Rural,Primaria,6,Oficial,0,0,4.94,5.0,0,97.4,3,Universidad,0,Activo,0,0.0017
E007949,2020,8,F,Panameña,Rural,Primaria,3,Oficial,0,0,2.77,2.75,0,84.9,1,Primaria_Completa,0,Activo,0,0.0142
E007950,2020,14,F,Panameña,Urbana,Premedia,7,Oficial,0,2,4.48,5.0,0,55.8,1,Secundaria_Incompleta,1,Desertor,1,0.5569
E007951,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,0,0,3.35,2.84,2,63.9,1,Secundaria_Completa,1,Desertor,1,0.3075
E007952,2020,16,M,Panameña,Urbana,Media,11,Particular,0,0,3.79,3.82,1,59.9,1,Primaria_Incompleta,1,Desertor,1,0.5604
E007953,2020,16,F,Panameña,Rural,Premedia,9,Oficial,0,2,1.9,2.34,3,63.4,1,Primaria_Completa,1,Desertor,1,0.5054
E007954,2020,11,F,Panameña,Rural,Primaria,6,Oficial,0,0,5.0,5.0,0,86.3,3,Universidad,0,Activo,0,0.0064
E007955,2020,14,F,Panameña,Rural,Premedia,9,Oficial,0,0,3.99,5.0,0,83.6,3,Universidad,0,Activo,0,0.0211
E007956,2020,17,F,Panameña,Urbana,Media,12,Particular,0,0,4.69,4.01,0,83.9,2,Secundaria_Incompleta,0,Activo,0,0.0282
E007957,2020,13,F,Panameña,Rural,Premedia,8,Oficial,0,0,3.75,3.56,0,76.5,1,Secundaria_Incompleta,0,Desertor,1,0.0656
E007958,2020,10,M,Panameña,Rural,Primaria,5,Oficial,0,0,3.22,2.86,0,79.2,1,Secundaria_Incompleta,0,Activo,0,0.0259
E007959,2020,6,F,Panameña,Urbana,Primaria,1,Oficial,0,0,2.4,3.31,3,75.3,1,Secundaria_Incompleta,0,Activo,0,0.0613
E007960,2020,15,F,Panameña,Urbana,Media,10,Particular,0,0,2.84,2.83,3,75.7,1,Primaria_Completa,0,Activo,0,0.139
E007961,2020,12,M,Panameña,Urbana,Premedia,7,Particular,0,0,3.59,4.36,0,74.6,1,Secundaria_Incompleta,0,Desertor,1,0.0824
E007962,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.36,3.2,0,78.9,1,Primaria_Completa,0,Desertor,1,0.0699
E007963,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,2.89,3.14,0,78.7,1,Secundaria_Completa,0,Activo,0,0.0291
E007964,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,0,0,4.0,3.88,0,72.1,1,Secundaria_Incompleta,0,Desertor,1,0.0523
E007965,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,3.23,1.77,0,56.7,1,Primaria_Completa,1,Desertor,1,0.5428
E007966,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,3.52,2.97,0,74.5,1,Secundaria_Completa,0,Desertor,1,0.0844
E007967,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,3.64,3.33,0,55.2,1,Secundaria_Incompleta,1,Desertor,1,0.4991
E007968,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,2.58,2.68,0,89.3,2,Universidad,0,Activo,0,0.0076
E007969,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,3.25,2.69,0,63.6,1,Secundaria_Incompleta,1,Activo,0,0.2782
E007970,2020,6,M,Panameña,Urbana,Primaria,1,Oficial,0,0,2.46,2.29,0,52.6,1,Secundaria_Incompleta,1,Desertor,1,0.4422
E007971,2020,17,F,Panameña,Urbana,Media,12,Oficial,0,0,3.82,3.15,0,72.0,1,Primaria_Completa,0,Activo,0,0.1373
E007972,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,4.36,4.6,0,67.2,1,Secundaria_Completa,1,Desertor,1,0.2197
E007973,2020,17,F,Panameña,Rural,Media,12,Oficial,0,0,4.23,4.78,0,95.0,3,Secundaria_Incompleta,0,Activo,0,0.0071
E007974,2020,16,F,Panameña,Rural,Media,11,Oficial,1,0,2.81,2.48,0,86.5,2,Secundaria_Completa,0,Activo,0,0.0332
E007975,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,0,0,3.29,3.37,0,82.7,2,Secundaria_Incompleta,0,Activo,0,0.0301
E007976,2020,8,F,Panameña,Urbana,Primaria,3,Particular,0,0,4.2,4.4,0,75.5,1,Secundaria_Completa,0,Activo,0,0.0345
E007977,2020,14,F,Panameña,Urbana,Premedia,8,Oficial,0,1,4.42,4.39,0,87.5,2,Universidad,0,Activo,0,0.0178
E007978,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,3.46,3.48,0,88.6,2,Universidad,0,Activo,0,0.0071
E007979,2020,7,F,Panameña,Urbana,Primaria,2,Oficial,0,0,3.05,3.14,0,67.6,1,Secundaria_Incompleta,0,Desertor,1,0.0992
E007980,2020,15,M,Panameña,Urbana,Premedia,7,Oficial,0,3,3.38,3.67,0,72.3,1,Primaria_Completa,0,Desertor,1,0.192
E007981,2020,10,F,Panameña,Urbana,Primaria,5,Particular,0,0,4.54,3.95,0,94.5,3,Secundaria_Completa,0,Activo,0,0.0026
E007982,2020,17,M,Panameña,Urbana,Premedia,9,Oficial,0,3,5.0,3.79,0,96.9,2,Universidad,0,Activo,0,0.0082
E007983,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,4.48,4.38,2,77.1,1,Secundaria_Incompleta,0,Activo,0,0.0658
E007984,2020,17,F,Panameña,Rural,Media,11,Oficial,0,1,3.4,3.21,0,81.1,2,Secundaria_Incompleta,0,Activo,0,0.0581
E007985,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,2.08,1.47,2,66.0,1,Primaria_Completa,0,Desertor,1,0.3456
E007986,2020,17,M,Panameña,Urbana,Media,11,Oficial,2,1,2.3,2.09,2,86.8,2,Secundaria_Incompleta,0,Desertor,1,0.9064
E007987,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,3.03,3.76,0,74.8,1,Secundaria_Incompleta,0,Desertor,1,0.0873
E007988,2020,14,F,Panameña,Urbana,Premedia,9,Particular,0,0,2.73,2.52,0,88.0,1,Primaria_Completa,0,Activo,0,0.0202
E007989,2020,6,F,Panameña,Urbana,Primaria,1,Oficial,0,0,3.53,3.02,0,76.5,1,Secundaria_Completa,0,Desertor,1,0.0341
E007990,2020,9,F,Panameña,Rural,Primaria,4,Oficial,0,0,5.0,4.37,1,89.5,3,Universidad,0,Activo,0,0.0049
E007991,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,3.92,4.29,2,81.7,2,Secundaria_Completa,0,Activo,0,0.0373
E007992,2020,7,F,Panameña,Urbana,Primaria,2,Oficial,0,0,4.24,4.21,0,85.4,2,Universidad,0,Activo,0,0.0093
E007993,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.88,3.82,0,91.7,3,Universidad,0,Activo,0,0.0111
E007994,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,2.62,2.65,0,69.7,1,Primaria_Completa,0,Desertor,1,0.2017
E007995,2020,17,F,Panameña,Rural,Media,10,Oficial,1,2,2.67,2.28,2,65.8,1,Primaria_Completa,0,Desertor,1,0.4774
E007996,2020,19,F,Panameña,Urbana,Media,11,Oficial,0,3,3.7,3.95,0,87.6,2,Universidad,0,Activo,0,0.0404
E007997,2020,16,F,Panameña,Urbana,Media,11,Oficial,0,0,2.42,2.67,0,53.7,1,Secundaria_Incompleta,1,Desertor,1,0.6594
E007998,2020,14,M,Panameña,Rural,Premedia,8,Oficial,0,1,3.68,3.62,0,87.1,2,Universidad,0,Activo,0,0.021
E007999,2020,14,F,Panameña,Urbana,Premedia,7,Oficial,0,2,5.0,4.92,2,85.4,2,Secundaria_Completa,0,Activo,0,0.0313
E008000,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,4.24,4.86,0,83.1,3,Secundaria_Completa,0,Activo,0,0.0216
E008001,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,2.8,3.04,2,58.2,1,Primaria_Completa,1,Desertor,1,0.4911
E008002,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,3.31,3.78,0,87.9,2,Secundaria_Completa,0,Activo,0,0.0163
E008003,2020,19,F,Panameña,Urbana,Media,12,Oficial,0,2,2.6,2.68,0,64.1,1,Primaria_Completa,1,Desertor,1,0.4567
E008004,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,3.4,3.73,0,64.2,1,Secundaria_Incompleta,1,Desertor,1,0.3197
E008005,2020,15,M,Panameña,Urbana,Media,10,Particular,0,0,3.71,4.34,0,77.1,1,Primaria_Completa,0,Desertor,1,0.0804
E008006,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,3.85,3.95,0,67.7,1,Secundaria_Incompleta,0,Desertor,1,0.2095
E008007,2020,15,M,Panameña,Rural,Premedia,8,Particular,1,2,2.29,1.87,1,51.0,1,Primaria_Completa,1,Desertor,1,0.8073
E008008,2020,11,M,Panameña,Urbana,Primaria,3,Oficial,1,3,3.1,1.76,0,83.1,1,Secundaria_Incompleta,0,Activo,0,0.0378
E008009,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,4.04,4.16,0,76.0,1,Secundaria_Incompleta,0,Activo,0,0.066
E008010,2020,13,F,Panameña,Rural,Premedia,8,Oficial,0,0,3.42,2.97,0,71.3,1,Secundaria_Incompleta,0,Activo,0,0.1212
E008011,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,4.61,4.79,0,87.3,3,Universidad,0,Activo,0,0.0061
E008012,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,3.87,4.48,0,63.2,1,Secundaria_Incompleta,1,Desertor,1,0.3299
E008013,2020,12,F,Panameña,Rural,Premedia,7,Particular,0,0,3.76,4.21,0,64.0,1,Secundaria_Incompleta,0,Desertor,1,0.2384
E008014,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,0,0,2.63,2.75,2,78.9,1,Secundaria_Incompleta,0,Desertor,1,0.0359
E008015,2020,13,M,Panameña,Urbana,Premedia,7,Oficial,0,1,2.8,2.9,0,80.0,1,Primaria_Completa,0,Desertor,1,0.0626
E008016,2020,16,F,Panameña,Rural,Media,11,Oficial,0,0,3.55,3.92,0,93.1,2,Secundaria_Incompleta,0,Activo,0,0.0113
E008017,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,3.14,3.85,0,80.4,1,Primaria_Completa,0,Activo,0,0.046
E008018,2020,6,M,Panameña,Urbana,Primaria,1,Particular,0,0,3.58,4.08,0,90.6,3,Universidad,0,Desertor,1,0.0048
E008019,2020,19,M,Panameña,Urbana,Media,12,Oficial,0,2,4.17,4.41,1,67.6,1,Secundaria_Incompleta,1,Desertor,1,0.3215
E008020,2020,9,M,Panameña,Rural,Primaria,4,Oficial,0,0,4.24,5.0,0,74.8,1,Secundaria_Incompleta,0,Activo,0,0.037
E008021,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,5.0,4.7,0,84.4,2,Secundaria_Incompleta,0,Activo,0,0.0253
E008022,2020,8,M,Panameña,Urbana,Primaria,3,Particular,0,0,4.5,3.98,0,76.1,2,Secundaria_Incompleta,0,Activo,0,0.0266
E008023,2020,12,M,Panameña,Rural,Primaria,6,Oficial,0,1,3.82,3.74,0,62.1,1,Secundaria_Completa,1,Desertor,1,0.2024
