edad,genero,zona_residencia,nivel,grado,tipo_escuela,veces_repitio_grado,sobre_edad,promedio_actual,promedio_anterior,materias_reprobadas,porcentaje_asistencia,tercil_socioeconomico,nivel_educacion_padres,trabaja_estudiante
15,F,Rural,Media,10,Oficial,1,0,2.03,1.59,2,55.4,1,Secundaria_Completa,1
15,M,Rural,Media,10,Oficial,0,0,3.16,3.49,0,64.4,2,Secundaria_Incompleta,1
12,M,Rural,Premedia,7,Oficial,0,0,4.31,4.43,0,84.2,2,Secundaria_Completa,0
17,F,Rural,Premedia,9,Oficial,0,3,3.36,2.87,0,76.4,1,Secundaria_Completa,0
10,M,Urbana,Primaria,5,Particular,2,0,2.86,2.17,0,79.5,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,0,0,4.31,4.42,0,81.5,3,Universidad,0
15,M,Urbana,Premedia,9,Oficial,0,1,3.18,2.98,0,60.5,1,Secundaria_Incompleta,1
11,M,Rural,Primaria,6,Oficial,0,0,4.39,4.05,0,86.5,3,Universidad,0
11,M,Urbana,Primaria,6,Oficial,0,0,4.83,5.0,0,94.3,2,Secundaria_Completa,0
14,M,Rural,Premedia,9,Particular,0,0,3.73,3.88,0,58.4,1,Secundaria_Incompleta,1
6,F,Rural,Primaria,1,Oficial,0,0,3.47,4.15,0,88.9,2,Secundaria_Incompleta,0
11,M,Rural,Primaria,6,Oficial,0,0,4.15,3.52,0,89.0,2,Secundaria_Completa,0
17,M,Rural,Media,12,Oficial,0,0,4.13,3.76,0,72.1,2,Secundaria_Incompleta,1
6,F,Urbana,Primaria,1,Particular,0,0,3.16,2.2,3,62.7,1,Secundaria_Completa,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.19,3.22,0,69.9,1,Primaria_Completa,0
10,M,Urbana,Primaria,5,Oficial,0,0,4.73,4.97,0,88.0,3,Secundaria_Completa,0
10,F,Rural,Primaria,5,Particular,0,0,2.78,3.01,0,72.5,1,Secundaria_Incompleta,0
15,F,Urbana,Media,10,Oficial,0,0,2.65,2.36,3,58.6,1,Secundaria_Incompleta,1
14,F,Urbana,Primaria,6,Oficial,0,3,4.04,4.02,0,90.1,2,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.83,4.34,0,92.3,3,Universidad,0
10,F,Rural,Primaria,5,Oficial,0,0,4.54,4.92,0,89.0,3,Secundaria_Completa,0
7,M,Urbana,Primaria,2,Particular,0,0,4.31,4.79,0,73.1,1,Primaria_Incompleta,0
16,M,Rural,Media,10,Oficial,0,1,3.13,3.59,0,61.3,1,Secundaria_Incompleta,1
12,F,Rural,Premedia,7,Oficial,1,0,2.44,2.44,0,51.9,1,Secundaria_Completa,1
13,M,Urbana,Premedia,8,Oficial,1,0,1.56,1.65,0,66.8,1,Secundaria_Completa,0
19,M,Urbana,Media,11,Oficial,1,3,2.47,1.71,0,69.1,1,Secundaria_Incompleta,0
16,F,Rural,Media,11,Oficial,0,0,3.99,2.9,0,76.0,1,Universidad,1
11,F,Rural,Primaria,4,Oficial,0,2,3.6,3.95,3,72.4,1,Primaria_Completa,0
17,M,Urbana,Media,12,Oficial,0,0,3.13,3.48,0,67.2,1,Secundaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,0,0,4.08,4.34,3,69.4,1,Primaria_Completa,0
6,F,Urbana,Primaria,1,Oficial,0,0,3.47,3.19,0,69.2,1,Universidad,1
10,F,Urbana,Primaria,5,Oficial,0,0,4.05,4.36,0,81.9,3,Secundaria_Completa,0
17,F,Urbana,Media,12,Oficial,0,0,3.29,2.64,0,63.9,1,Secundaria_Incompleta,1
9,M,Urbana,Primaria,4,Oficial,0,0,3.89,4.19,2,80.9,3,Universidad,0
13,M,Urbana,Premedia,8,Oficial,1,0,2.9,2.28,0,78.7,2,Secundaria_Completa,0
6,M,Urbana,Primaria,1,Oficial,0,0,3.25,3.31,0,78.9,1,Secundaria_Incompleta,0
19,F,Rural,Media,12,Particular,0,2,4.43,4.73,0,78.1,1,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,0,0,2.48,3.18,3,68.1,1,Universidad,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.89,3.66,0,68.8,1,Primaria_Completa,0
11,M,Urbana,Primaria,6,Oficial,0,0,3.35,3.16,0,93.6,2,Secundaria_Completa,0
10,F,Rural,Primaria,5,Oficial,0,0,2.1,1.75,0,73.5,1,Secundaria_Incompleta,0
6,F,Urbana,Primaria,1,Oficial,0,0,3.97,3.85,0,86.7,2,Secundaria_Incompleta,0
9,M,Urbana,Primaria,4,Oficial,0,0,3.92,4.49,0,91.8,2,Secundaria_Completa,0
9,M,Urbana,Primaria,4,Oficial,0,0,3.18,3.0,0,56.9,1,Secundaria_Incompleta,1
15,M,Urbana,Media,10,Oficial,2,0,2.87,2.32,0,59.7,1,Secundaria_Incompleta,1
13,F,Rural,Premedia,8,Oficial,0,0,4.61,5.0,0,96.3,3,Universidad,0
10,F,Urbana,Primaria,5,Oficial,0,0,3.11,3.81,1,80.2,1,Secundaria_Incompleta,0
10,M,Urbana,Primaria,2,Oficial,0,3,4.01,4.58,0,75.3,1,Secundaria_Completa,0
14,F,Rural,Premedia,9,Oficial,0,0,2.63,2.99,0,74.9,1,Secundaria_Completa,0
14,F,Rural,Premedia,9,Oficial,0,0,3.5,4.3,0,67.9,2,Secundaria_Completa,1
13,F,Urbana,Premedia,8,Oficial,0,0,4.51,4.65,0,88.2,2,Secundaria_Incompleta,0
8,M,Urbana,Primaria,3,Oficial,0,0,5.0,5.0,0,97.5,2,Universidad,0
12,M,Urbana,Premedia,7,Oficial,0,0,3.73,3.45,0,64.8,1,Primaria_Completa,0
9,F,Urbana,Primaria,4,Particular,0,0,4.52,4.13,0,89.1,3,Universidad,0
12,F,Urbana,Premedia,7,Oficial,0,0,3.15,3.26,0,70.4,1,Primaria_Completa,0
10,F,Urbana,Primaria,5,Oficial,0,0,2.66,3.9,3,71.2,1,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,2.98,3.65,3,88.5,2,Secundaria_Completa,0
11,F,Urbana,Primaria,6,Particular,0,0,3.79,3.05,0,78.6,1,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,2.37,2.13,2,67.0,1,Secundaria_Incompleta,0
12,F,Rural,Premedia,7,Oficial,0,0,4.18,4.29,0,86.4,3,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,3.41,3.27,0,81.1,2,Secundaria_Completa,0
16,M,Urbana,Media,11,Particular,0,0,3.38,2.98,0,85.2,2,Secundaria_Completa,0
8,M,Urbana,Primaria,3,Oficial,1,0,2.07,2.02,2,71.3,1,Secundaria_Incompleta,0
13,F,Urbana,Primaria,6,Oficial,0,2,3.92,4.23,0,84.4,2,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,2.44,2.56,3,55.4,1,Secundaria_Completa,1
12,F,Urbana,Premedia,7,Oficial,0,0,3.24,3.44,0,72.3,1,Primaria_Completa,0
6,M,Rural,Primaria,1,Oficial,2,0,2.26,2.28,0,63.0,1,Primaria_Completa,0
14,F,Rural,Premedia,9,Oficial,0,0,4.07,4.4,0,60.9,1,Primaria_Completa,1
14,F,Urbana,Premedia,9,Oficial,0,0,2.74,3.21,2,69.6,1,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,2,0,1.88,2.31,3,75.0,1,Primaria_Completa,0
15,M,Rural,Media,10,Oficial,0,0,2.67,2.34,1,64.1,1,Secundaria_Incompleta,1
10,F,Urbana,Primaria,5,Oficial,0,0,3.08,3.03,0,82.2,2,Secundaria_Incompleta,0
16,M,Urbana,Media,11,Oficial,0,0,2.63,2.93,0,59.3,1,Secundaria_Incompleta,1
14,F,Urbana,Premedia,9,Oficial,0,0,3.49,2.92,0,60.1,1,Primaria_Completa,1
12,F,Rural,Premedia,7,Oficial,0,0,3.09,3.19,0,90.6,2,Universidad,0
15,F,Urbana,Premedia,9,Oficial,0,1,3.39,3.23,0,64.6,1,Secundaria_Incompleta,1
15,F,Urbana,Media,10,Particular,0,0,3.66,4.1,0,57.8,1,Primaria_Completa,1
16,F,Urbana,Media,11,Oficial,0,0,3.62,3.21,0,66.3,1,Secundaria_Completa,1
12,M,Rural,Premedia,7,Oficial,0,0,2.4,2.15,0,73.6,1,Primaria_Completa,0
11,F,Urbana,Primaria,6,Oficial,0,0,4.94,5.0,0,86.2,3,Universidad,0
11,F,Urbana,Primaria,6,Oficial,0,0,2.96,3.5,2,75.3,1,Secundaria_Incompleta,0
16,F,Rural,Media,11,Oficial,0,0,4.05,3.19,0,91.7,3,Secundaria_Completa,0
14,F,Rural,Premedia,9,Oficial,0,0,4.61,4.51,0,75.5,2,Secundaria_Completa,1
11,M,Rural,Primaria,3,Oficial,0,3,4.89,5.0,0,79.4,3,Universidad,0
14,M,Urbana,Premedia,7,Oficial,1,2,2.14,2.07,2,49.2,1,Primaria_Completa,1
17,F,Urbana,Media,10,Oficial,0,2,2.96,2.97,0,60.9,1,Secundaria_Incompleta,1
14,M,Urbana,Premedia,9,Oficial,0,0,2.8,2.54,0,64.1,1,Secundaria_Incompleta,1
14,F,Rural,Premedia,9,Oficial,0,0,3.9,3.78,0,95.0,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,2.65,3.17,0,70.7,1,Secundaria_Incompleta,0
11,F,Urbana,Primaria,6,Oficial,0,0,3.26,3.08,0,91.2,3,Universidad,0
8,M,Rural,Primaria,3,Oficial,0,0,4.02,3.83,0,70.9,1,Primaria_Completa,0
17,F,Urbana,Media,10,Oficial,0,2,2.71,2.88,0,73.7,1,Secundaria_Incompleta,0
11,M,Rural,Primaria,6,Oficial,0,0,1.75,1.46,2,70.6,1,Primaria_Completa,0
10,M,Rural,Primaria,5,Oficial,0,0,2.57,2.46,0,71.6,1,Secundaria_Incompleta,0
12,F,Rural,Premedia,7,Oficial,0,0,3.91,3.73,1,87.4,2,Secundaria_Completa,0
9,M,Rural,Primaria,4,Oficial,0,0,4.82,4.68,0,86.3,3,Universidad,0
17,M,Rural,Media,10,Oficial,0,2,3.47,4.3,0,92.3,2,Secundaria_Completa,0
8,M,Urbana,Primaria,3,Oficial,0,0,3.63,4.2,0,95.8,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.56,3.45,0,72.7,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,0,0,3.47,2.99,0,87.3,2,Secundaria_Completa,0
11,F,Rural,Primaria,6,Oficial,0,0,2.51,3.01,0,74.3,1,Secundaria_Incompleta,0
8,M,Rural,Primaria,2,Oficial,0,1,2.24,2.15,3,57.9,1,Universidad,1
10,M,Rural,Primaria,5,Oficial,0,0,3.13,3.84,0,84.2,1,Primaria_Completa,0
13,F,Rural,Premedia,8,Oficial,0,0,3.2,2.9,0,64.2,1,Secundaria_Incompleta,0
10,M,Rural,Primaria,5,Particular,0,0,4.27,4.61,0,85.8,3,Secundaria_Completa,0
19,M,Rural,Media,12,Oficial,0,2,2.39,2.18,2,57.5,1,Secundaria_Incompleta,1
13,M,Rural,Premedia,8,Particular,0,0,3.89,4.06,0,76.2,1,Primaria_Completa,0
7,F,Rural,Primaria,2,Particular,0,0,4.98,4.51,3,78.7,1,Secundaria_Incompleta,0
12,M,Rural,Premedia,7,Oficial,0,0,2.36,1.96,0,72.4,1,Primaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,3.41,3.36,0,79.7,2,Secundaria_Completa,1
9,M,Urbana,Primaria,4,Oficial,0,0,3.47,4.05,0,89.5,2,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,1,0,1.89,1.81,1,75.4,1,Primaria_Completa,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.29,3.92,0,79.1,1,Secundaria_Incompleta,0
14,M,Urbana,Primaria,6,Oficial,0,3,5.0,5.0,0,86.9,2,Universidad,0
12,M,Urbana,Premedia,7,Oficial,0,0,4.83,5.0,0,86.8,3,Universidad,0
6,M,Rural,Primaria,1,Oficial,0,0,3.98,4.76,0,75.9,1,Secundaria_Incompleta,0
12,F,Urbana,Premedia,7,Oficial,0,0,4.14,4.26,0,76.1,3,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,4.14,4.24,0,57.3,1,Secundaria_Incompleta,1
15,F,Urbana,Media,10,Particular,0,0,2.85,3.32,0,48.8,1,Secundaria_Incompleta,1
12,M,Rural,Primaria,6,Oficial,0,1,3.07,3.06,0,76.5,1,Secundaria_Incompleta,0
17,M,Urbana,Media,12,Oficial,0,0,4.09,4.83,0,54.2,1,Secundaria_Incompleta,1
7,F,Urbana,Primaria,2,Oficial,0,0,3.59,3.39,0,93.3,3,Universidad,0
16,M,Rural,Premedia,9,Oficial,0,2,3.03,3.33,0,62.6,1,Secundaria_Incompleta,1
14,F,Urbana,Premedia,8,Oficial,0,1,4.24,4.46,0,89.7,2,Secundaria_Incompleta,0
13,M,Rural,Premedia,7,Oficial,0,1,2.26,2.9,2,69.9,1,Primaria_Completa,0
14,F,Rural,Premedia,9,Particular,0,0,3.54,4.08,0,71.5,3,Universidad,1
15,M,Urbana,Media,10,Oficial,0,0,3.54,4.01,0,82.1,2,Universidad,0
15,M,Rural,Media,10,Oficial,0,0,4.29,3.94,0,85.7,2,Universidad,0
16,F,Urbana,Premedia,8,Oficial,0,3,4.23,4.64,0,85.8,2,Secundaria_Completa,0
7,F,Urbana,Primaria,2,Oficial,0,0,3.73,3.4,0,87.7,2,Universidad,0
10,F,Urbana,Primaria,5,Oficial,2,0,1.8,1.79,2,63.8,1,Universidad,1
11,F,Rural,Primaria,6,Particular,1,0,2.47,2.38,2,76.3,1,Secundaria_Incompleta,0
8,F,Urbana,Primaria,3,Particular,0,0,3.71,3.96,0,66.9,1,Secundaria_Incompleta,1
7,M,Urbana,Primaria,2,Oficial,0,0,4.07,4.49,0,71.3,1,Primaria_Completa,0
14,F,Rural,Premedia,9,Oficial,0,0,3.51,3.82,0,62.8,1,Primaria_Completa,1
7,M,Urbana,Primaria,2,Particular,0,0,3.5,4.19,0,94.5,2,Secundaria_Completa,0
8,F,Rural,Primaria,3,Oficial,1,0,2.35,2.21,2,67.9,1,Secundaria_Incompleta,0
12,M,Rural,Primaria,5,Particular,0,2,2.28,2.08,2,76.7,1,Secundaria_Incompleta,0
16,M,Urbana,Premedia,9,Oficial,0,2,2.89,2.74,3,65.1,1,Secundaria_Incompleta,1
16,M,Rural,Media,11,Oficial,0,0,3.4,3.17,0,79.4,1,Universidad,0
9,M,Rural,Primaria,4,Particular,0,0,4.36,4.46,0,94.1,2,Secundaria_Completa,0
8,F,Rural,Primaria,3,Particular,0,0,4.54,4.88,0,85.0,3,Universidad,0
14,F,Urbana,Primaria,6,Oficial,1,3,2.15,1.64,3,54.8,1,Primaria_Completa,1
16,F,Rural,Premedia,8,Oficial,0,3,5.0,5.0,0,71.1,2,Secundaria_Incompleta,1
17,M,Urbana,Media,12,Oficial,0,0,5.0,5.0,0,90.1,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,3,0,2.9,2.41,1,74.0,1,Secundaria_Incompleta,0
16,F,Urbana,Media,11,Particular,2,0,2.45,2.17,2,59.7,1,Secundaria_Completa,1
12,M,Urbana,Premedia,7,Oficial,0,0,4.13,4.27,0,81.8,2,Secundaria_Completa,0
13,F,Urbana,Premedia,8,Oficial,0,0,4.2,3.36,2,88.3,3,Secundaria_Completa,0
6,F,Urbana,Primaria,1,Particular,0,0,2.56,2.71,3,71.0,1,Primaria_Completa,0
16,M,Urbana,Media,11,Oficial,1,0,2.36,2.14,1,46.3,1,Secundaria_Incompleta,1
13,F,Rural,Premedia,8,Oficial,0,0,2.46,2.64,3,66.2,1,Secundaria_Incompleta,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.5,3.84,0,94.2,2,Secundaria_Completa,0
16,M,Urbana,Premedia,8,Oficial,0,3,1.87,1.53,3,51.6,1,Secundaria_Completa,1
14,F,Urbana,Premedia,9,Oficial,0,0,5.0,4.72,0,75.7,3,Secundaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,2.33,2.7,0,50.8,1,Secundaria_Incompleta,1
15,F,Urbana,Premedia,7,Particular,0,3,3.4,3.93,0,60.5,1,Secundaria_Incompleta,1
17,M,Rural,Media,10,Oficial,0,2,2.84,2.83,3,74.2,1,Secundaria_Incompleta,0
10,F,Rural,Primaria,5,Oficial,0,0,3.46,3.81,0,78.2,1,Primaria_Completa,0
15,F,Urbana,Premedia,7,Oficial,0,3,3.22,3.57,0,81.3,1,Secundaria_Completa,0
11,M,Urbana,Primaria,5,Particular,0,1,2.65,2.54,1,68.9,1,Secundaria_Incompleta,0
11,M,Urbana,Primaria,6,Oficial,0,0,4.78,4.8,0,100.0,3,Universidad,0
9,M,Urbana,Primaria,4,Oficial,0,0,4.5,4.66,0,86.7,3,Universidad,0
14,M,Urbana,Premedia,8,Particular,0,1,2.56,2.23,1,75.7,1,Primaria_Completa,0
8,M,Rural,Primaria,3,Oficial,0,0,4.45,4.44,0,89.8,3,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,0,0,4.57,4.68,0,67.9,1,Secundaria_Incompleta,0
16,F,Rural,Media,11,Oficial,0,0,4.03,3.87,0,84.2,2,Secundaria_Completa,0
10,F,Urbana,Primaria,5,Oficial,0,0,4.88,4.73,0,86.7,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,1.76,2.12,1,59.9,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Particular,0,0,2.65,4.01,0,75.6,1,Primaria_Completa,0
17,M,Rural,Media,12,Oficial,0,0,3.23,3.59,0,64.3,1,Secundaria_Completa,1
7,M,Urbana,Primaria,2,Oficial,0,0,4.6,5.0,0,89.9,2,Secundaria_Incompleta,0
13,F,Rural,Premedia,8,Oficial,0,0,4.75,5.0,0,88.9,3,Universidad,0
15,M,Urbana,Media,10,Oficial,0,0,2.97,3.29,0,67.6,1,Secundaria_Incompleta,1
11,M,Urbana,Primaria,6,Oficial,0,0,1.95,1.74,3,62.6,1,Secundaria_Completa,0
15,M,Rural,Media,10,Oficial,0,0,3.98,3.65,3,89.0,2,Secundaria_Incompleta,0
16,F,Rural,Media,11,Oficial,0,0,2.83,2.74,0,90.2,2,Primaria_Completa,0
9,F,Urbana,Primaria,4,Oficial,0,0,3.51,3.51,0,60.4,1,Primaria_Incompleta,1
8,M,Urbana,Primaria,3,Oficial,0,0,3.15,3.66,0,66.9,1,Secundaria_Incompleta,0
10,F,Urbana,Primaria,5,Oficial,0,0,4.78,4.62,3,92.5,3,Universidad,0
17,F,Urbana,Premedia,9,Oficial,0,3,3.75,3.08,0,92.1,2,Secundaria_Completa,0
7,M,Urbana,Primaria,2,Oficial,0,0,4.47,4.07,0,84.7,2,Secundaria_Incompleta,0
15,F,Rural,Media,10,Oficial,0,0,2.9,3.12,0,59.5,1,Secundaria_Completa,1
10,M,Urbana,Primaria,5,Oficial,0,0,4.09,3.84,0,81.0,1,Secundaria_Incompleta,0
6,M,Rural,Primaria,1,Oficial,0,0,4.44,4.72,0,82.4,2,Secundaria_Completa,0
10,F,Urbana,Primaria,3,Oficial,0,2,1.68,2.23,3,63.3,1,Secundaria_Incompleta,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.38,3.4,0,70.6,1,Secundaria_Incompleta,0
8,F,Rural,Primaria,3,Oficial,0,0,5.0,5.0,0,84.8,3,Universidad,0
11,M,Urbana,Primaria,6,Oficial,0,0,4.03,4.51,0,85.0,3,Secundaria_Completa,0
11,M,Rural,Primaria,6,Oficial,0,0,2.7,2.76,2,74.8,1,Primaria_Completa,0
14,F,Urbana,Premedia,9,Oficial,0,0,4.06,3.45,2,88.7,2,Secundaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,5.0,5.0,2,69.1,2,Secundaria_Incompleta,1
20,F,Urbana,Media,12,Particular,0,3,2.86,2.61,2,59.8,1,Secundaria_Completa,1
15,F,Urbana,Premedia,8,Oficial,0,2,3.2,2.59,0,76.4,1,Universidad,0
6,M,Urbana,Primaria,1,Oficial,0,0,4.48,4.96,0,71.5,1,Secundaria_Incompleta,0
15,M,Urbana,Premedia,8,Oficial,0,2,3.95,4.24,0,77.1,1,Secundaria_Incompleta,0
11,M,Urbana,Primaria,5,Oficial,0,1,4.08,4.48,0,91.4,2,Secundaria_Incompleta,0
17,F,Urbana,Premedia,9,Oficial,0,3,3.87,4.48,1,70.9,1,Secundaria_Incompleta,1
13,M,Urbana,Premedia,8,Oficial,0,0,2.81,2.73,1,71.3,1,Secundaria_Incompleta,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.9,3.63,0,69.9,1,Primaria_Completa,0
16,F,Urbana,Media,10,Particular,0,1,5.0,4.87,0,84.8,2,Universidad,0
7,M,Urbana,Primaria,1,Oficial,0,1,3.56,2.62,1,90.6,2,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,0,0,2.74,2.75,2,74.6,1,Primaria_Completa,0
10,M,Rural,Primaria,5,Particular,0,0,3.29,3.2,0,87.2,2,Secundaria_Incompleta,0
19,M,Urbana,Media,12,Oficial,0,2,3.9,4.22,2,65.2,1,Secundaria_Completa,0
14,F,Urbana,Premedia,8,Oficial,0,1,1.68,1.84,3,70.0,1,Primaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,3.55,3.94,3,60.8,1,Secundaria_Incompleta,1
12,M,Urbana,Primaria,4,Oficial,2,3,2.83,2.05,3,77.0,1,Primaria_Incompleta,0
11,M,Urbana,Primaria,6,Oficial,0,0,3.13,2.78,0,67.3,1,Primaria_Completa,0
17,F,Rural,Media,12,Oficial,0,0,3.68,3.18,3,76.2,3,Universidad,0
17,M,Urbana,Media,12,Oficial,0,0,3.36,3.36,0,62.2,1,Primaria_Completa,1
13,F,Urbana,Premedia,8,Oficial,0,0,4.11,4.45,0,92.8,2,Secundaria_Completa,0
11,M,Urbana,Primaria,6,Oficial,0,0,3.06,3.0,0,84.8,2,Secundaria_Completa,0
12,M,Rural,Premedia,7,Particular,0,0,4.0,4.22,0,95.7,2,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,0,0,2.3,3.26,2,82.0,2,Secundaria_Incompleta,0
13,M,Urbana,Primaria,6,Particular,0,2,2.44,2.23,2,73.3,1,Secundaria_Completa,0
15,F,Urbana,Media,10,Oficial,0,0,2.64,2.82,2,55.9,1,Primaria_Completa,1
14,F,Rural,Premedia,9,Oficial,0,0,4.17,4.19,0,79.9,2,Universidad,1
17,F,Urbana,Media,12,Oficial,0,0,3.99,3.78,0,76.3,3,Universidad,1
13,F,Urbana,Premedia,8,Particular,0,0,3.97,4.18,0,78.0,1,Primaria_Incompleta,0
14,M,Urbana,Primaria,6,Particular,2,3,1.3,1.0,1,55.2,1,Primaria_Incompleta,1
7,M,Urbana,Primaria,2,Oficial,0,0,2.99,3.3,1,60.4,1,Secundaria_Incompleta,0
17,F,Urbana,Media,10,Oficial,0,2,3.9,4.07,1,77.2,2,Secundaria_Completa,1
17,M,Urbana,Media,12,Oficial,2,0,2.06,1.81,0,66.5,1,Primaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,1,0,2.73,2.21,2,74.1,3,Secundaria_Completa,1
16,F,Urbana,Media,11,Particular,0,0,3.92,4.0,0,90.1,3,Universidad,0
9,F,Rural,Primaria,1,Oficial,0,3,4.02,4.73,0,71.0,1,Secundaria_Completa,1
13,M,Rural,Premedia,8,Oficial,0,0,3.99,4.39,0,82.6,2,Secundaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,0,0,4.4,4.27,3,71.4,1,Secundaria_Incompleta,0
17,M,Urbana,Premedia,9,Oficial,0,3,3.69,3.55,0,68.9,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Particular,0,0,3.21,3.67,0,85.3,1,Secundaria_Completa,0
17,F,Urbana,Media,10,Oficial,0,2,2.71,3.04,0,67.4,1,Universidad,1
7,M,Urbana,Primaria,2,Oficial,0,0,2.62,2.51,1,93.3,2,Secundaria_Incompleta,0
7,M,Urbana,Primaria,2,Oficial,0,0,2.55,2.56,1,75.6,1,Primaria_Completa,0
9,F,Urbana,Primaria,4,Particular,0,0,3.5,4.05,0,74.8,1,Secundaria_Incompleta,0
9,F,Urbana,Primaria,2,Oficial,0,2,3.49,3.68,0,75.0,1,Primaria_Completa,0
13,F,Rural,Premedia,8,Particular,0,0,2.86,2.86,0,90.9,2,Secundaria_Completa,0
9,F,Urbana,Primaria,3,Oficial,0,1,3.14,3.77,0,70.9,1,Secundaria_Completa,0
15,M,Rural,Media,10,Particular,0,0,4.13,4.16,0,87.9,2,Primaria_Completa,0
16,M,Urbana,Premedia,9,Oficial,0,2,4.48,3.68,0,57.0,1,Secundaria_Completa,1
10,F,Rural,Primaria,5,Oficial,0,0,4.1,4.65,0,84.2,1,Universidad,0
9,F,Urbana,Primaria,4,Oficial,0,0,3.59,4.24,0,85.3,3,Secundaria_Completa,0
13,F,Rural,Primaria,5,Oficial,0,3,2.78,2.25,0,73.5,1,Primaria_Completa,0
14,F,Rural,Premedia,9,Oficial,0,0,3.18,3.19,0,61.0,1,Secundaria_Incompleta,1
6,M,Urbana,Primaria,1,Oficial,0,0,3.9,4.15,0,90.5,2,Secundaria_Incompleta,0
8,F,Rural,Primaria,3,Oficial,0,0,2.86,3.04,0,77.7,1,Secundaria_Incompleta,0
9,M,Urbana,Primaria,4,Oficial,0,0,4.07,4.17,0,98.1,2,Secundaria_Completa,0
17,M,Urbana,Media,12,Oficial,0,0,2.59,2.29,2,100.0,2,Universidad,0
13,F,Urbana,Primaria,6,Oficial,0,2,3.76,3.42,2,72.8,1,Primaria_Completa,0
17,M,Urbana,Media,12,Particular,0,0,3.46,3.56,0,60.9,1,Primaria_Completa,1
10,M,Urbana,Primaria,5,Oficial,0,0,3.35,3.49,0,74.0,1,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.1,3.41,0,73.2,1,Secundaria_Completa,0
15,F,Rural,Media,10,Oficial,0,0,4.13,4.04,0,66.5,1,Secundaria_Completa,1
14,F,Urbana,Premedia,9,Particular,0,0,5.0,4.4,0,64.0,2,Secundaria_Incompleta,1
16,M,Urbana,Premedia,8,Oficial,0,3,1.46,1.81,2,55.3,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Oficial,0,0,3.99,4.94,0,79.5,2,Secundaria_Incompleta,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.77,4.67,0,82.1,3,Universidad,0
9,F,Urbana,Primaria,3,Oficial,0,1,3.03,3.67,0,81.7,1,Secundaria_Incompleta,0
6,M,Urbana,Primaria,1,Particular,0,0,5.0,4.64,0,85.9,3,Universidad,0
14,F,Urbana,Premedia,7,Oficial,0,2,3.4,3.34,0,50.2,1,Secundaria_Incompleta,1
7,M,Rural,Primaria,2,Oficial,0,0,3.53,4.24,0,83.2,2,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Particular,0,0,4.12,4.0,0,76.2,1,Secundaria_Incompleta,0
14,F,Urbana,Premedia,9,Oficial,0,0,3.41,4.1,0,93.4,2,Universidad,0
17,F,Urbana,Premedia,9,Oficial,0,3,2.75,3.38,3,61.6,1,Primaria_Completa,1
14,F,Urbana,Premedia,9,Oficial,0,0,5.0,4.46,0,79.6,3,Secundaria_Incompleta,0
17,M,Urbana,Media,10,Oficial,0,2,2.55,2.67,0,52.1,1,Secundaria_Incompleta,1
15,M,Rural,Media,10,Oficial,0,0,3.2,3.87,0,56.4,1,Secundaria_Completa,1
16,M,Urbana,Media,11,Oficial,0,0,3.68,3.98,0,89.7,2,Primaria_Completa,0
